Year	ID_mesh	SPRCLASSE	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2016	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2017	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2018	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2019	309	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.5877	0	0	0	0
2020	309	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2021	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2022	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2012	310	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6084	0	0	0	0
2013	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2014	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2015	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2016	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2017	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2018	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2019	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2020	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2021	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2022	310	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2012	311	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6273	0	0	0	0
2013	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2014	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2015	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2016	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2017	311	Aquidauana	0	0.0297	0	0	0	0	0.0297	0	0	9.5976	0	0	0	0
2018	311	Aquidauana	0.0297	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2019	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2020	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2021	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2022	311	Aquidauana	0	0	0	0	0	0	0	0	0	9.6273	0	0	0	0
2012	312	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6264	0	0	0	0
2013	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2014	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2015	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2016	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2017	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2018	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2019	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2020	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2021	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2022	312	Aquidauana	0	0	0	0	0	0	0	0	0	9.6264	0	0	0	0
2012	313	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6147	0	0	0	0
2013	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2014	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2015	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2016	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2017	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2018	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2019	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2020	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2021	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2022	313	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2012	314	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6102	0	0	0	0
2013	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2014	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2015	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2016	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2017	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2018	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2019	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2020	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2021	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2022	314	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2012	315	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6102	0	0	0	0
2013	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2014	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2015	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2016	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2017	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2018	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2019	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2020	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2021	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2022	315	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2012	316	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6102	0	0	0	0
2013	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2014	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2015	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2016	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2017	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2018	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2019	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2020	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2021	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2022	316	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2012	317	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5022	0	0	0	0
2013	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2014	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2015	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2016	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2017	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2018	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2019	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2020	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2021	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2022	317	Aquidauana	0	0	0	0	0	0	0	0	0	9.5022	0	0	0	0
2012	318	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	3.996	0	0	0	0
2013	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2014	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2015	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2016	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2017	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2018	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2019	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2020	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2021	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2022	318	Aquidauana	0	0	0	0	0	0	0	0	0	3.996	0	0	0	0
2012	319	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	0.1773	0	0	0	0
2013	319	Aquidauana	0	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2014	319	Aquidauana	0	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2015	319	Aquidauana	0	0.0171	0	0	0	0	0.0171	0	0	0.1602	0	0	0	0
2016	319	Aquidauana	0.0171	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2017	319	Aquidauana	0	0.0207	0	0	0	0	0.0207	0	0	0.1566	0	0	0	0
2018	319	Aquidauana	0.0207	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2019	319	Aquidauana	0	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2020	319	Aquidauana	0	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2021	319	Aquidauana	0	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2022	319	Aquidauana	0	0	0	0	0	0	0	0	0	0.1773	0	0	0	0
2012	320	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	7.6986	0	0	0	0
2013	320	Aquidauana	0	0	0	0	0	0	0	0	0	7.6986	0	0	0	0
2014	320	Aquidauana	0	0	0	0	0	0	0	0	0	7.6986	0	0	0	0
2015	320	Aquidauana	0	0.2223	0	0	0	0	0.2223	0	0	7.4763	0	0	0	0
2016	320	Aquidauana	0.1638	0	0	0	0	0	0.0585	0	0	7.6401	0	0	0	0
2017	320	Aquidauana	0	0.27	0	0	0	0	0.3285	0	0	7.3701	0	0	0	0
2018	320	Aquidauana	0.3285	0	0	0	0	0	0	0	0	7.6986	0	0	0	0
2019	320	Aquidauana	0	0	0	0	0	0	0	0	0	7.6986	0	0	0	0
2020	320	Aquidauana	0	0	0	0	0	0	0	0	0	7.6986	0	0	0	0
2021	320	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	7.6842	0	0	0	0
2022	320	Aquidauana	0.0144	0	0	0	0	0	0	0	0	7.6986	0	0	0	0
2012	321	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6291	0	0	0	0
2013	321	Aquidauana	0	0.0216	0	0	0	0	0.0216	0	0	9.6075	0	0	0	0
2014	321	Aquidauana	0.0216	0	0	0	0	0	0	0	0	9.6291	0	0	0	0
2015	321	Aquidauana	0	0.0765	0	0	0	0	0.0765	0	0	9.5526	0	0	0	0
2016	321	Aquidauana	0	0.00899999999999999	0	0	0	0	0.0855	0	0	9.5436	0	0	0	0
2017	321	Aquidauana	0	0.8883	0	0	0	0	0.9738	0	0	8.6553	0	0	0	0
2018	321	Aquidauana	0.9594	0	0	0	0	0	0.0144	0	0	9.6147	0	0	0	0
2019	321	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.6291	0	0	0	0
2020	321	Aquidauana	0	0.1629	0	0	0	0	0.1629	0	0	9.4662	0	0	0	0
2021	321	Aquidauana	0.1629	0	0	0	0	0	0	0	0	9.6291	0	0	0	0
2022	321	Aquidauana	0	0	0	0	0	0	0	0	0	9.6291	0	0	0	0
2012	322	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5733	0	0	0	0
2013	322	Aquidauana	0	0	0	0	0	0	0	0	0	9.5733	0	0	0	0
2014	322	Aquidauana	0	0	0	0	0	0	0	0	0	9.5733	0	0	0	0
2015	322	Aquidauana	0	0.117	0	0	0	0	0.117	0	0	9.4563	0	0	0	0
2016	322	Aquidauana	0.1026	0	0	0	0	0	0.0144	0	0	9.5589	0	0	0	0
2017	322	Aquidauana	0	0.3762	0	0	0	0	0.3906	0	0	9.1827	0	0	0	0
2018	322	Aquidauana	0.3906	0	0	0	0	0	0	0	0	9.5733	0	0	0	0
2019	322	Aquidauana	0	2.0709	0	0	0	0	2.0709	0	0	7.5024	0	0	0	0
2020	322	Aquidauana	1.9629	0	0	0	0	0	0.108	0	0	9.4653	0	0	0	0
2021	322	Aquidauana	0.108	0	0	0	0	0	0	0	0	9.5733	0	0	0	0
2022	322	Aquidauana	0	0	0	0	0	0	0	0	0	9.5733	0	0	0	0
2012	323	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6435	0	0	0	0
2013	323	Aquidauana	0	0	0	0	0	0	0	0	0	9.6435	0	0	0	0
2014	323	Aquidauana	0	0	0	0	0	0	0	0	0	9.6435	0	0	0	0
2015	323	Aquidauana	0	1.3293	0	0	0	0	1.3293	0	0	8.3142	0	0	0	0
2016	323	Aquidauana	1.3293	0	0	0	0	0	0	0	0	9.6435	0	0	0	0
2017	323	Aquidauana	0	0	0	0	0	0	0	0	0	9.6435	0	0	0	0
2018	323	Aquidauana	0	0	0	0	0	0	0	0	0	9.6435	0	0	0	0
2019	323	Aquidauana	0	5.1903	0	0	0	0	5.1903	0	0	4.4532	0	0	0	0
2020	323	Aquidauana	5.1903	0	0	0	0	0	0	0	0	9.6435	0	0	0	0
2021	323	Aquidauana	0	1.0359	0	0	0	0	1.0359	0	0	8.6076	0	0	0	0
2022	323	Aquidauana	1.0359	0	0	0	0	0	0	0	0	9.6435	0	0	0	0
2012	324	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6075	0	0	0	0
2013	324	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2014	324	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2015	324	Aquidauana	0	3.0303	0	0	0	0	3.0303	0	0	6.5772	0	0	0	0
2016	324	Aquidauana	3.0303	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2017	324	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2018	324	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2019	324	Aquidauana	0	7.5618	0	0	0	0	7.5618	0	0	2.0457	0	0	0	0
2020	324	Aquidauana	7.5618	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2021	324	Aquidauana	0	1.5273	0	0	0	0	1.5273	0	0	8.0802	0	0	0	0
2022	324	Aquidauana	1.5273	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2012	325	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6165	0	0	0	0
2013	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2014	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2015	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2016	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2017	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2018	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2019	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2020	325	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2021	325	Aquidauana	0	0.0207	0	0	0	0	0.0207	0	0	9.5958	0	0	0	0
2022	325	Aquidauana	0.0207	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2012	326	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6408	0	0	0	0
2013	326	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2014	326	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2015	326	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2016	326	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2017	326	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2018	326	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2019	326	Aquidauana	0	0.4851	0	0	0	0	0.4851	0	0	9.1557	0	0	0	0
2020	326	Aquidauana	0.4851	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2021	326	Aquidauana	0	0.7506	0	0	0	0	0.7506	0	0	8.8902	0	0	0	0
2022	326	Aquidauana	0.7506	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2012	327	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5778	0	0	0	0
2013	327	Aquidauana	0	0	0	0	0	0	0	0	0	9.5778	0	0	0	0
2014	327	Aquidauana	0	0	0	0	0	0	0	0	0	9.5778	0	0	0	0
2015	327	Aquidauana	0	0.2322	0	0	0	0	0.2322	0	0	9.3456	0	0	0	0
2016	327	Aquidauana	0.2322	0	0	0	0	0	0	0	0	9.5778	0	0	0	0
2017	327	Aquidauana	0	0	0	0	0	0	0	0	0	9.5778	0	0	0	0
2018	327	Aquidauana	0	0	0	0	0	0	0	0	0	9.5778	0	0	0	0
2019	327	Aquidauana	0	1.0053	0	0	0	0	1.0053	0	0	8.5725	0	0	0	0
2020	327	Aquidauana	1.0053	0	0	0	0	0	0	0	0	9.5778	0	0	0	0
2021	327	Aquidauana	0	0.1656	0	0	0	0	0.1656	0	0	9.4122	0	0	0	0
2022	327	Aquidauana	0.1656	0	0	0	0	0	0	0	0	9.5778	0	0	0	0
2012	328	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6075	0	0	0	0
2013	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2014	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2015	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2016	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2017	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2018	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2019	328	Aquidauana	0	0.9288	0	0	0	0	0.9288	0	0	8.6787	0	0	0	0
2020	328	Aquidauana	0.9288	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2021	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2022	328	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2012	329	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6417	0	0	0	0
2013	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2014	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2015	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2016	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2017	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2018	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2019	329	Aquidauana	0	4.6125	0	0	0	0	4.6125	0	0	5.0292	0	0	0	0
2020	329	Aquidauana	4.6125	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2021	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2022	329	Aquidauana	0	0	0	0	0	0	0	0	0	9.6417	0	0	0	0
2012	330	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6219	0	0	0	0
2013	330	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2014	330	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2015	330	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2016	330	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2017	330	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2018	330	Aquidauana	0	0.6255	0	0	0	0	0.6255	0	0	8.9964	0	0	0	0
2019	330	Aquidauana	0	3.9357	0	0	0	0	4.5612	0	0	5.0607	0	0	0	0
2020	330	Aquidauana	4.5612	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2021	330	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2022	330	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2012	331	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5976	0	0	0	0
2013	331	Aquidauana	0	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2014	331	Aquidauana	0	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2015	331	Aquidauana	0	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2016	331	Aquidauana	0	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2017	331	Aquidauana	0	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2018	331	Aquidauana	0	0.1035	0	0	0	0	0.1035	0	0	9.4941	0	0	0	0
2019	331	Aquidauana	0	0.2043	0	0	0	0	0.3078	0	0	9.2898	0	0	0	0
2020	331	Aquidauana	0.3078	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2021	331	Aquidauana	0	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2022	331	Aquidauana	0	0	0	0	0	0	0	0	0	9.5976	0	0	0	0
2012	332	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5949	0	0	0	0
2013	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2014	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2015	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2016	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2017	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2018	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2019	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2020	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2021	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2022	332	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2012	333	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6318	0	0	0	0
2013	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2014	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2015	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2016	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2017	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2018	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2019	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2020	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2021	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2022	333	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2012	334	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.63	0	0	0	0
2013	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2014	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2015	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2016	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2017	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2018	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2019	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2020	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2021	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2022	334	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2012	335	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6093	0	0	0	0
2013	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2014	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2015	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2016	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2017	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2018	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2019	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2020	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2021	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2022	335	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2012	336	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.603	0	0	0	0
2013	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2014	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2015	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2016	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2017	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2018	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2019	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2020	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2021	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2022	336	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2012	337	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.603	0	0	0	0
2013	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2014	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2015	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2016	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2017	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2018	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2019	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
2020	337	Aquidauana	0	0	0	0	0	0	0	0	0	9.603	0	0	0	0
