Year	ID_mesh	SPRCLASSE	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2013	281	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2014	281	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2015	281	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2016	281	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2017	281	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2018	281	Aquidauana	0	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2019	281	Aquidauana	0	1.0881	0	0	0	0	1.0881	0	0	8.5266	0	0	0	0
2020	281	Aquidauana	1.0881	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2021	281	Aquidauana	0	1.5147	0	0	0	0	1.5147	0	0	8.1	0	0	0	0
2022	281	Aquidauana	1.5147	0	0	0	0	0	0	0	0	9.6147	0	0	0	0
2012	282	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6102	0	0	0	0
2013	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2014	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2015	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2016	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2017	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2018	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2019	282	Aquidauana	0	4.3164	0	0	0	0	4.3164	0	0	5.2938	0	0	0	0
2020	282	Aquidauana	4.3164	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2021	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2022	282	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2012	283	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6093	0	0	0	0
2013	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2014	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2015	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2016	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2017	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2018	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2019	283	Aquidauana	0	2.1195	0	0	0	0	2.1195	0	0	7.4898	0	0	0	0
2020	283	Aquidauana	2.1195	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2021	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2022	283	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2012	284	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.63	0	0	0	0
2013	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2014	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2015	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2016	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2017	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2018	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2019	284	Aquidauana	0	6.9507	0	0	0	0	6.9507	0	0	2.6793	0	0	0	0
2020	284	Aquidauana	6.9507	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2021	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2022	284	Aquidauana	0	0	0	0	0	0	0	0	0	9.63	0	0	0	0
2012	285	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6174	0	0	0	0
2013	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2014	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2015	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2016	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2017	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2018	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2019	285	Aquidauana	0	0.2997	0	0	0	0	0.2997	0	0	9.3177	0	0	0	0
2020	285	Aquidauana	0.2997	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2021	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2022	285	Aquidauana	0	0	0	0	0	0	0	0	0	9.6174	0	0	0	0
2012	286	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6201	0	0	0	0
2013	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2014	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2015	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2016	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2017	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2018	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2019	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2020	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2021	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2022	286	Aquidauana	0	0	0	0	0	0	0	0	0	9.6201	0	0	0	0
2012	287	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6102	0	0	0	0
2013	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2014	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2015	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2016	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2017	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2018	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2019	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2020	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2021	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2022	287	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2012	288	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6102	0	0	0	0
2013	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2014	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2015	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2016	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2017	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2018	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2019	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2020	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2021	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2022	288	Aquidauana	0	0	0	0	0	0	0	0	0	9.6102	0	0	0	0
2012	289	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6057	0	0	0	0
2013	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2014	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2015	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2016	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2017	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2018	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2019	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2020	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2021	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2022	289	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2012	290	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6246	0	0	0	0
2013	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2014	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2015	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2016	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2017	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2018	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2019	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2020	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2021	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2022	290	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2012	291	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6237	0	0	0	0
2013	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2014	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2015	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2016	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2017	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2018	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2019	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2020	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2021	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2022	291	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2012	292	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.621	0	0	0	0
2013	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2014	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2015	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2016	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2017	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2018	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2019	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2020	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2021	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2022	292	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2012	293	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	6.2055	0	0	0	0
2013	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2014	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2015	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2016	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2017	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2018	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2019	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2020	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2021	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2022	293	Aquidauana	0	0	0	0	0	0	0	0	0	6.2055	0	0	0	0
2012	294	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	0.3474	0	0	0	0
2013	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2014	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2015	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2016	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2017	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2018	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2019	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2020	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2021	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2022	294	Aquidauana	0	0	0	0	0	0	0	0	0	0.3474	0	0	0	0
2012	295	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	4.716	0	0	0	0
2013	295	Aquidauana	0	0	0	0	0	0	0	0	0	4.716	0	0	0	0
2014	295	Aquidauana	0	0.6003	0	0	0	0	0.6003	0	0	4.1157	0	0	0	0
2015	295	Aquidauana	0	1.6074	0	0	0	0	2.2077	0	0	2.5083	0	0	0	0
2016	295	Aquidauana	2.2077	0	0	0	0	0	0	0	0	4.716	0	0	0	0
2017	295	Aquidauana	0	0.5049	0	0	0	0	0.5049	0	0	4.2111	0	0	0	0
2018	295	Aquidauana	0.5004	0	0	0	0	0	0.0045	0	0	4.7115	0	0	0	0
2019	295	Aquidauana	0	1.836	0	0	0	0	1.8405	0	0	2.8755	0	0	0	0
2020	295	Aquidauana	1.8405	0	0	0	0	0	0	0	0	4.716	0	0	0	0
2021	295	Aquidauana	0	2.6172	0	0	0	0	2.6172	0	0	2.0988	0	0	0	0
2022	295	Aquidauana	2.6172	0	0	0	0	0	0	0	0	4.716	0	0	0	0
2012	296	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5787	0	0	0	0
2013	296	Aquidauana	0	0	0	0	0	0	0	0	0	9.5787	0	0	0	0
2014	296	Aquidauana	0	0.1161	0	0	0	0	0.1161	0	0	9.4626	0	0	0	0
2015	296	Aquidauana	0.1017	0	0	0	0	0	0.0144	0	0	9.5643	0	0	0	0
2016	296	Aquidauana	0.0054	0	0	0	0	0	0.009	0	0	9.5697	0	0	0	0
2017	296	Aquidauana	0	0.0225	0	0	0	0	0.0315	0	0	9.5472	0	0	0	0
2018	296	Aquidauana	0.0315	0	0	0	0	0	0	0	0	9.5787	0	0	0	0
2019	296	Aquidauana	0	0	0	0	0	0	0	0	0	9.5787	0	0	0	0
2020	296	Aquidauana	0	0	0	0	0	0	0	0	0	9.5787	0	0	0	0
2021	296	Aquidauana	0	0	0	0	0	0	0	0	0	9.5787	0	0	0	0
2022	296	Aquidauana	0	0	0	0	0	0	0	0	0	9.5787	0	0	0	0
2012	297	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6381	0	0	0	0
2013	297	Aquidauana	0	0.495	0	0	0	0	0.495	0	0	9.1431	0	0	0	0
2014	297	Aquidauana	0.2394	0	0	0	0	0	0.2556	0	0	9.3825	0	0	0	0
2015	297	Aquidauana	0	0.6381	0	0	0	0	0.8937	0	0	8.7444	0	0	0	0
2016	297	Aquidauana	0	0.234	0	0	0	0	1.1277	0	0	8.5104	0	0	0	0
2017	297	Aquidauana	0	0.7902	0	0	0	0	1.9179	0	0	7.7202	0	0	0	0
2018	297	Aquidauana	1.9179	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2019	297	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2020	297	Aquidauana	0	1.0053	0	0	0	0	1.0053	0	0	8.6328	0	0	0	0
2021	297	Aquidauana	1.0053	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2022	297	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2012	298	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6354	0	0	0	0
2013	298	Aquidauana	0	0	0	0	0	0	0	0	0	9.6354	0	0	0	0
2014	298	Aquidauana	0	0	0	0	0	0	0	0	0	9.6354	0	0	0	0
2015	298	Aquidauana	0	0.1332	0	0	0	0	0.1332	0	0	9.5022	0	0	0	0
2016	298	Aquidauana	0	1.485	0	0	0	0	1.6182	0	0	8.0172	0	0	0	0
2017	298	Aquidauana	0.1062	0	0	0	0	0	1.512	0	0	8.1234	0	0	0	0
2018	298	Aquidauana	1.512	0	0	0	0	0	0	0	0	9.6354	0	0	0	0
2019	298	Aquidauana	0	1.0566	0	0	0	0	1.0566	0	0	8.5788	0	0	0	0
2020	298	Aquidauana	0.8037	0	0	0	0	0	0.2529	0	0	9.3825	0	0	0	0
2021	298	Aquidauana	0.2529	0	0	0	0	0	0	0	0	9.6354	0	0	0	0
2022	298	Aquidauana	0	0	0	0	0	0	0	0	0	9.6354	0	0	0	0
2012	299	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5886	0	0	0	0
2013	299	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2014	299	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2015	299	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2016	299	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2017	299	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2018	299	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2019	299	Aquidauana	0	7.0209	0	0	0	0	7.0209	0	0	2.5677	0	0	0	0
2020	299	Aquidauana	6.9813	0	0	0	0	0	0.0396	0	0	9.549	0	0	0	0
2021	299	Aquidauana	0	0.6894	0	0	0	0	0.729	0	0	8.8596	0	0	0	0
2022	299	Aquidauana	0.729	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2012	300	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6246	0	0	0	0
2013	300	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2014	300	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2015	300	Aquidauana	0	0.5661	0	0	0	0	0.5661	0	0	9.0585	0	0	0	0
2016	300	Aquidauana	0.5661	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2017	300	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2018	300	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2019	300	Aquidauana	0	9.1467	0	0	0	0	9.1467	0	0	0.4779	0	0	0	0
2020	300	Aquidauana	9.0837	0	0	0	0	0	0.063	0	0	9.5616	0	0	0	0
2021	300	Aquidauana	0	1.8063	0	0	0	0	1.8693	0	0	7.7553	0	0	0	0
2022	300	Aquidauana	1.8693	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2012	301	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6183	0	0	0	0
2013	301	Aquidauana	0	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2014	301	Aquidauana	0	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2015	301	Aquidauana	0	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2016	301	Aquidauana	0	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2017	301	Aquidauana	0	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2018	301	Aquidauana	0	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2019	301	Aquidauana	0	0.2079	0	0	0	0	0.2079	0	0	9.4104	0	0	0	0
2020	301	Aquidauana	0.2079	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2021	301	Aquidauana	0	0.3672	0	0	0	0	0.3672	0	0	9.2511	0	0	0	0
2022	301	Aquidauana	0.3672	0	0	0	0	0	0	0	0	9.6183	0	0	0	0
2012	302	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6066	0	0	0	0
2013	302	Aquidauana	0	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2014	302	Aquidauana	0	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2015	302	Aquidauana	0	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2016	302	Aquidauana	0	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2017	302	Aquidauana	0	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2018	302	Aquidauana	0	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2019	302	Aquidauana	0	0.5841	0	0	0	0	0.5841	0	0	9.0225	0	0	0	0
2020	302	Aquidauana	0.5841	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2021	302	Aquidauana	0	2.7558	0	0	0	0	2.7558	0	0	6.8508	0	0	0	0
2022	302	Aquidauana	2.7558	0	0	0	0	0	0	0	0	9.6066	0	0	0	0
2012	303	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.648	0	0	0	0
2013	303	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2014	303	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2015	303	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2016	303	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2017	303	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2018	303	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2019	303	Aquidauana	0	1.7064	0	0	0	0	1.7064	0	0	7.9416	0	0	0	0
2020	303	Aquidauana	1.7064	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2021	303	Aquidauana	0	3.3399	0	0	0	0	3.3399	0	0	6.3081	0	0	0	0
2022	303	Aquidauana	3.3399	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2012	304	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5949	0	0	0	0
2013	304	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2014	304	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2015	304	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2016	304	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2017	304	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2018	304	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2019	304	Aquidauana	0	2.2851	0	0	0	0	2.2851	0	0	7.3098	0	0	0	0
2020	304	Aquidauana	2.2851	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2021	304	Aquidauana	0	1.0458	0	0	0	0	1.0458	0	0	8.5491	0	0	0	0
2022	304	Aquidauana	1.0458	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2012	305	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6057	0	0	0	0
2013	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2014	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2015	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2016	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2017	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2018	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2019	305	Aquidauana	0	2.3958	0	0	0	0	2.3958	0	0	7.2099	0	0	0	0
2020	305	Aquidauana	2.3958	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2021	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2022	305	Aquidauana	0	0	0	0	0	0	0	0	0	9.6057	0	0	0	0
2012	306	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6237	0	0	0	0
2013	306	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2014	306	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2015	306	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2016	306	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2017	306	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2018	306	Aquidauana	0	0.0756	0	0	0	0	0.0756	0	0	9.5481	0	0	0	0
2019	306	Aquidauana	0	6.3396	0	0	0	0	6.4152	0	0	3.2085	0	0	0	0
2020	306	Aquidauana	6.4152	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2021	306	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2022	306	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2012	307	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6381	0	0	0	0
2013	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2014	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2015	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2016	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2017	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2018	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2019	307	Aquidauana	0	5.1489	0	0	0	0	5.1489	0	0	4.4892	0	0	0	0
2020	307	Aquidauana	5.1489	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2021	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2022	307	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2012	308	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6048	0	0	0	0
2013	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2014	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2015	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2016	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2017	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2018	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2019	308	Aquidauana	0	1.053	0	0	0	0	1.053	0	0	8.5518	0	0	0	0
2020	308	Aquidauana	1.053	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2021	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2022	308	Aquidauana	0	0	0	0	0	0	0	0	0	9.6048	0	0	0	0
2012	309	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6021	0	0	0	0
2013	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2014	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
2015	309	Aquidauana	0	0	0	0	0	0	0	0	0	9.6021	0	0	0	0
