Year	ID_mesh	ID_tipologia	Categoria	Nome	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2016	184	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0342000000000002	0	0	0	0	0	2.304	0.4896	0.0225	0	0	0	0.2421	0
2017	184	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1341	0	0	0	0	2.4381	0.2934	0.0846	0	0	0	0.1485	0
2018	184	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0125999999999999	0	0	0	0	2.4507	0.3006	0.0648	0	0	0	0.1395	0
2019	184	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0135000000000001	0	0	0	0	2.4642	0.27	0.0819	0	0	0	0.1197	0
2020	184	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0503999999999998	0	0	0	0	2.5146	0.216	0.0855	0	0	0	0.0963	0
2021	184	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0441000000000003	0	0	0	0	2.5587	0.1638	0.0936	0	0	0	0.0468	0
2022	184	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0072000000000001	0	0	0	0.0018	0	2.5515	0.0801	0.1845	0	0	0	0.0486	0
2013	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	0.9999	0.1926	0	0	0.0297	0	0.1224	0
2014	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00990000000000002	0	0	0	0	1.0098	0.1827	0	0	0.0297	0	0.1125	0
2015	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0162	0.000899999999999998	0	0	0	1.026	0.1665	0	0	0.0306	0	0.0954	0
2016	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00269999999999992	0.000900000000000001	0	0	0	1.0287	0.1638	0	0	0.0315	0	0.0918	0
2017	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0117	0	0	0	0	1.0404	0.1521	0	0	0.0315	0	0.0801	0
2018	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00269999999999992	0	0	0	0	1.0431	0.1494	0	0	0.0315	0	0.0774	0
2019	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00269999999999992	0	0	0	0.00270000000000001	0	1.0404	0.1521	0	0	0.0315	0	0.0801	0
2020	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00990000000000002	0	0	0	0.0108	0	1.0305	0.162	0	0	0.0315	0	0.0909	0
2021	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000899999999999901	0	0	0	0.000899999999999998	0	1.0296	0.1629	0	0	0.0315	0	0.0918	0
2022	185	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.000899999999999901	0	0	0.00360000000000001	0	1.0305	0.162	0	0	0.0315	0	0.0954	0
2013	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	17.1099	4.0554	0.189	0	0.0171	0	2.4336	0
2014	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.122399999999999	0	0	0	0.1305	0	16.9875	4.158	0.2088	0	0.0171	0	2.5641	0
2015	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.4221	0	0.000899999999999998	0	0.423	0	16.5654	4.6431	0.1458	0	0.018	0	2.9871	0
2016	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.287100000000002	0	0.0045	0	0.2529	0	16.2783	5.067	0.009	0	0.0225	0	3.24	0
2017	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.133200000000002	0.0018	0	0	0	16.4115	4.7709	0.1719	0	0.0243	0	3.1482	0
2018	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0953999999999979	0	0	0	0	16.5069	4.7412	0.1062	0	0.0243	0	3.0789	0
2019	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.218700000000002	0	0	0	0	16.7256	4.4604	0.1683	0	0.0243	0	2.8341	0
2020	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.200700000000001	0	0	0	0	16.9263	4.3065	0.1215	0	0.0243	0	2.6469	0
2021	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0242999999999967	0	0	0	0	16.9506	4.3398	0.0639	0	0.0243	0	2.5803	0
2022	186	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.648899999999998	0	0	0	0.7317	0	16.3017	4.5819	0.4707	0	0.0243	0	3.312	0
2013	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	16.1244	1.1466	0.5283	0	0	0	0.297	0
2014	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.134999999999998	0	0	0	0.117	0	15.9894	1.26	0.5499	0	0	0	0.414	0
2015	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.207000000000001	0	0	0	0.2187	0	15.7824	1.6317	0.3852	0	0	0	0.6327	0
2016	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0792000000000002	0	0	0	0.0279	0	15.7032	2.0952	0.0009	0	0	0	0.6606	0
2017	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.3033	0	0	0	0	16.0065	1.3005	0.4923	0	0	0	0.4014	0
2018	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0315000000000012	0	0	0	0	16.038	1.4274	0.3339	0	0	0	0.3591	0
2019	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0755999999999979	0	0	0	0	16.1136	1.2213	0.4644	0	0	0	0.2799	0
2020	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.027000000000001	0	0	0.0207	0	16.1406	1.2915	0.3672	0	0	0	0.3006	0
2021	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.014400000000002	0	0	0	0	16.155	1.2555	0.3888	0	0	0	0.2844	0
2022	187	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00810000000000244	0	0	0	0.0234	0	16.1469	0.7884	0.864	0	0	0	0.3078	0
2013	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	6.9732	1.629	0.4356	0	0	0	0.4608	0
2014	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.166499999999999	0	0	0	0.1386	0	6.8067	1.728	0.5031	0	0	0	0.5994	0
2015	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.2736	0	0	0	0.2448	0	6.5331	2.1519	0.3528	0	0	0	0.8442	0
2016	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0603000000000007	0	0	0	0	0	6.4728	2.5596	0.0054	0	0	0	0.8136	0
2017	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.4995	0	0	0	0	6.9723	1.6344	0.4311	0	0	0	0.4482	0
2018	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0720000000000001	0	0	0	0	7.0443	1.728	0.2655	0	0	0	0.3726	0
2019	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0998999999999999	0	0	0	0	7.1442	1.4562	0.4374	0	0	0	0.2826	0
2020	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0693000000000001	0	0	0	0	7.2135	1.4994	0.3249	0	0	0	0.2313	0
2021	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0216000000000003	0	0	0	0.0243	0	7.1919	1.53	0.3159	0	0	0	0.2556	0
2022	188	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00449999999999928	0	0	0	0	0	7.1874	0.5805	1.2699	0	0	0	0.2475	0
2013	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	3.4047	0.1008	0.207	0	0	0	0.0459	0
2014	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0405000000000002	0	0	0	0.0333	0	3.3642	0.1404	0.2079	0	0	0	0.0792	0
2015	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999998	0	0	0	0.0162	0	3.3363	0.1998	0.1764	0	0	0	0.0954	0
2016	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	3.3363	0.342	0.0342	0	0	0	0.0765	0
2017	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0909	0	0	0	0	3.4272	0.099	0.1863	0	0	0	0.0207	0
2018	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0116999999999998	0	0	0	0	3.4389	0.1197	0.1539	0	0	0	0.009	0
2019	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0072000000000001	0	0	0	0.0009	0	3.4317	0.0882	0.1926	0	0	0	0.0099	0
2020	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0206999999999997	0	0	0	0.0171	0	3.411	0.1332	0.1683	0	0	0	0.027	0
2021	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0180000000000002	0	0	0	0.0018	0	3.393	0.1386	0.1809	0	0	0	0.0288	0
2022	189	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0621	0	0	0	0.0225	0	3.3309	0.0675	0.3141	0	0	0	0.0513	0
2013	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	13.1022	2.5272	0.0063	0	0	0	2.4102	0.0072
2014	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0990000000000002	0	0	0	0.1044	0	13.0032	2.6325	0	0	0	0	2.5146	0
2015	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.423	0	0	0	0.4185	0.0099	12.5802	3.0555	0	0	0	0	2.9331	0.0099
2016	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.4689	0	0	0	0.468	0	12.1113	3.5244	0	0	0	0	3.4011	0.0099
2017	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.8019	0	0	0	0.809099999999999	0	11.3094	4.3209	0.0054	0	0	0	4.2102	0
2018	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.3582	0	0	0	0.3582	0.0009	10.9512	4.6764	0.0081	0	0	0	4.5684	0.0009
2019	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0.0018	10.953	4.6755	0.0072	0	0	0	4.5486	0.0027
2020	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.281699999999999	0	0	0	0.3051	0	10.6713	4.9491	0.0153	0	0	0	4.8537	0.0018
2021	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.187200000000001	0	0	0	0.1206	0.0648	10.4841	5.1363	0.0153	0	0	0	4.9743	0.0666
2022	190	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.236700000000001	0	0	0	0.0449999999999999	0.2097	10.2474	5.3541	0.0342	0	0	0	5.0193	0.2763
2013	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	21.5289	3.5406	0.0045	0	0	0	3.3021	0.0072
2014	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.047699999999999	0	0	0	0.0630000000000002	0	21.4812	3.5829	0.0099	0	0	0	3.3651	0
2015	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.256500000000003	0	0	0	0.2583	0	21.2247	3.8493	0	0	0	0	3.6234	0
2016	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0890999999999984	0	0	0	0.0873000000000004	0	21.1356	3.9384	0	0	0	0	3.7107	0
2017	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.089100000000002	0	0	0	0.0909	0	21.0465	4.0176	0.0099	0	0	0	3.8016	0
2018	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0431999999999988	0	0	0	0.0476999999999999	0	21.0033	4.0707	0	0	0	0	3.8493	0
2019	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0864000000000011	0	0	0	0	21.0897	3.978	0.0063	0	0	0	3.7638	0
2020	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.194399999999998	0	0	0	0	21.2841	3.7899	0	0	0	0	3.5685	0
2021	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0180000000000007	0	0	0	0.000900000000000123	0.0207	21.2661	3.8025	0.0054	0	0	0	3.5694	0.0207
2022	191	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.210599999999999	0	0	0	0.2115	0.0072	21.0555	3.9087	0.1098	0	0	0	3.7809	0.0279
2013	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	5.5557	0.621	0.261	0	0	0	0.135	0
2014	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0144000000000002	0	0	0	0.0297	0	5.5413	0.612	0.2844	0	0	0	0.1647	0
2015	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0468000000000002	0	0	0	0.0657	0	5.4945	0.7272	0.216	0	0	0	0.2304	0
2016	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0701999999999998	0	0	0	0.0243	0	5.4243	1.0107	0.0027	0	0	0	0.2547	0
2017	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0486000000000004	0	0	0	0	5.4729	0.7029	0.2619	0	0	0	0.2268	0
2018	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0198	0	0	0.00899999999999998	0	5.4927	0.738	0.207	0	0	0	0.2358	0
2019	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0503999999999998	0	0	0	0	5.5431	0.6453	0.2493	0	0	0	0.18	0
2020	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0765000000000002	0	0	0	0	5.6196	0.5922	0.2259	0	0	0	0.1395	0
2021	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0	0	0	0	5.6043	0.6048	0.2286	0	0	0	0.1314	0
2022	192	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0414000000000003	0	0	0	0.0018	0	5.5629	0.2727	0.6021	0	0	0	0.1332	0
2013	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	13.6287	0.7938	0.0774	0	0	0	0.0729	0
2014	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0747	0	0	0	0.0468	0	13.554	0.8577	0.0882	0	0	0	0.1197	0
2015	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.147600000000001	0	0	0	0.144	0	13.4064	1.0413	0.0522	0	0	0	0.2637	0
2016	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0350999999999999	0	0	0	0.00630000000000003	0	13.3713	1.1286	0	0	0	0	0.27	0
2017	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.2286	0	0	0	0	13.5999	0.8388	0.0612	0	0	0	0.0963	0
2018	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0206999999999997	0	0	0	0	13.6206	0.8406	0.0387	0	0	0	0.0702	0
2019	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0387000000000004	0	0	0	0	13.6593	0.7758	0.0648	0	0	0	0.0333	0
2020	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0224999999999991	0	0	0	0	13.6818	0.7749	0.0432	0	0	0	0.0189	0
2021	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000899999999999679	0	0	0	0	0	13.6809	0.7758	0.0432	0	0	0	0.0171	0
2022	193	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0144000000000002	0	0	0	0.0036	0	13.6665	0.3915	0.4419	0	0	0	0.0207	0
2013	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	5.4864	0.3726	0.2907	0	0	0	0.027	0
2014	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00180000000000025	0	0	0	0.0162	0	5.4846	0.3492	0.3159	0	0	0	0.0432	0
2015	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0314999999999994	0	0	0	0.0576	0	5.4531	0.5229	0.1737	0	0	0	0.1008	0
2016	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0179999999999998	0	0	0	0	0	5.4351	0.675	0.0396	0	0	0	0.0954	0
2017	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0773999999999999	0	0	0	0	5.5125	0.4482	0.189	0	0	0	0.0306	0
2018	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0152999999999999	0	0	0	0	5.5278	0.5148	0.1071	0	0	0	0.0108	0
2019	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0144000000000002	0	0	0	0	5.5422	0.3843	0.2232	0	0	0	0.0099	0
2020	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0161999999999995	0	0	0	0	5.5584	0.432	0.1593	0	0	0	0	0
2021	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00630000000000042	0	0	0	0	5.5647	0.3924	0.1926	0	0	0	0	0
2022	194	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.1044	0	0	0	0.0369	0	5.4603	0.2025	0.4869	0	0	0	0.0369	0
2013	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	5.0022	3.1626	0	0	0	0	3.1374	0
2014	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00809999999999977	0	0	0	0	5.0103	3.1545	0	0	0	0	3.1248	0
2015	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00180000000000025	0	0	0	0	5.0121	3.1527	0	0	0	0	3.1239	0
2016	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0188999999999995	0	0	0	0	5.031	3.1338	0	0	0	0	3.1014	0
2017	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0152999999999999	0	0	0	0	5.0463	3.1185	0	0	0	0	3.0744	0
2018	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00180000000000025	0	0	0	0	5.0481	3.1167	0	0	0	0	3.0627	0
2019	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000899999999999679	0	0	0	0.0017999999999998	0	5.0472	3.1176	0	0	0	0	3.0645	0
2020	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0125999999999999	0	0	0	0.0351000000000004	0	5.0346	3.1302	0	0	0	0	3.0996	0
2021	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.0346	3.1257	0.0045	0	0	0	3.096	0
2022	195	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0270000000000001	0	0	0	0.0350999999999999	0	5.0076	3.1509	0.0063	0	0	0	3.1311	0
2013	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	19.7811	5.2965	0	0	0	0	5.2533	0.0333
2014	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.3078	0	0	0	0.342000000000001	0	19.4733	5.6043	0	0	0	0	5.5953	0
2015	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.3123	0	0	0	0.3123	0	19.161	5.9166	0	0	0	0	5.9076	0
2016	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.980999999999998	0	0	0	0.9693	0.0099	18.18	6.8976	0	0	0	0	6.8769	0.0099
2017	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	1.2051	0	0	0	1.2051	0	16.9749	8.1027	0	0	0	0	8.082	0.0099
2018	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.103499999999997	0	0	0	0.106200000000001	0	16.8714	8.2062	0	0	0	0	8.1882	0.009
2019	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	1.0458	0	0	0	1.0548	0	15.8256	9.252	0	0	0	0	9.243	0
2020	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1602	0	0	0	0	15.9858	9.0918	0	0	0	0	9.0792	0
2021	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0224999999999991	0	0	0	0	0.0396	15.9633	9.1143	0	0	0	0	9.0603	0.0396
2022	196	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.135900000000001	0	0	0	0.00539999999999985	0.1404	15.8274	9.2502	0	0	0	0	9.0657	0.18
2013	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	19.4229	3.8835	0.0144	0	0	0	3.3111	0
2014	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.168299999999999	0	0	0	0.1611	0	19.2546	4.05	0.0162	0	0	0	3.4722	0
2015	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.275400000000001	0	0	0	0.27	0	18.9792	4.3398	0.0018	0	0	0	3.7422	0
2016	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.124199999999998	0	0	0	0.1116	0	18.855	4.4658	0	0	0	0	3.8538	0
2017	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0441000000000003	0	0	0	0	18.8991	4.41	0.0117	0	0	0	3.8178	0
2018	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0188999999999986	0	0	0	0	18.918	4.3992	0.0036	0	0	0	3.8034	0
2019	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0909000000000013	0	0	0	0.0846	0	18.8271	4.4829	0.0108	0	0	0	3.888	0
2020	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.142199999999999	0	0	0	0.1467	0	18.6849	4.635	0.0009	0	0	0	4.0347	0
2021	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.130499999999998	0	0	0	0.1278	0	18.5544	4.7619	0.0045	0	0	0	4.1625	0
2022	197	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.166500000000003	0	0	0	0.1791	0	18.3879	4.8681	0.0648	0	0	0	4.3416	0
2013	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	7.272	0.7605	0.0378	0	0	0	0.0477	0
2014	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0225000000000009	0	0	0	0.0153	0	7.2495	0.7668	0.054	0	0	0	0.063	0
2015	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0620999999999992	0	0	0	0.0657	0	7.1874	0.8784	0.0045	0	0	0	0.1287	0
2016	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.1737	0	0	0	0.1674	0	7.0137	1.0566	0	0	0	0	0.2961	0
2017	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0540000000000003	0	0	0	0.0207	0	6.9597	1.0746	0.036	0	0	0	0.3168	0
2018	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00539999999999985	0	0	0	0	6.9651	1.0944	0.0108	0	0	0	0.315	0
2019	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1125	0	0	0	0	7.0776	0.9558	0.0369	0	0	0	0.2178	0
2020	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0594000000000001	0	0	0	0	7.137	0.9162	0.0171	0	0	0	0.1836	0
2021	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0206999999999997	0	0	0	0.0162	0	7.1163	0.9144	0.0396	0	0	0	0.1998	0
2022	198	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0206999999999997	0	0	0	0	7.137	0.7047	0.2286	0	0	0	0.1989	0
2013	199	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	3.0924	0.0657	0.0891	0	0	0	0.0108	0
2014	199	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0135000000000001	0	0	0	0.0144	0	3.0789	0.0738	0.0945	0	0	0	0.0252	0
2015	199	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0234000000000001	0	0	0	0.0342	0	3.0555	0.1251	0.0666	0	0	0	0.0594	0
2016	199	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00990000000000002	0	0	0	0.000899999999999998	0	3.0456	0.1827	0.0189	0	0	0	0.0603	0
2017	199	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0575999999999999	0	0	0	0	3.1032	0.0828	0.0612	0	0	0	0.0198	0
2018	199	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0180000000000002	0	0	0	0	3.1212	0.0657	0.0603	0	0	0	0.009	0
